Gene,GSM00000
5430411C19RIK,0
4632411P08RIK,0
GPR165,0
GM11559,0
4833405L11RIK,0
4933416E03RIK,0
4833447P13RIK,0
4931431C16RIK,0
4933432I09RIK,0
9430024F10RIK,0
GM11937,0
4921525D07RIK,0
4932441P12RIK,0
ZFP773,0
4930471M09RIK,0
GM11651,0
4933433G08RIK,0
AW046200,0
5930409G06RIK,0
1110050P16RIK,0
2810040C05RIK,0
4930452G13RIK,0
5430427G11RIK,0
4930523C07RIK,0
0610039K10RIK,0
4833427G06RIK,0
4930563E22RIK,0
1700023F06RIK,0
5730521K06RIK,0
5033403F01RIK,0
4930543E12RIK,0
9530018H14RIK,0
3110080E11RIK,0
MSH5,0
A430106A12RIK,0
4932416J16RIK,0
LOC102634333,0
ATCAYOS,0
4930452B06RIK,0
4930485G23RIK,0
6330415B21RIK,0
JHY,0
4933426K07RIK,0
5830407F19RIK,0
5830432E09RIK,0
4930518F22RIK,0
H2-Q5,0
4930511A02RIK,0
LYRM7,0
2700029L08RIK,0
4933428G20RIK,0
E130102C15RIK,0
A430105J06RIK,0
4930426I24RIK,0
4933437G19RIK,0
REDRUM,0
4930449C09RIK,0
3300002P13RIK,0
1700018M17RIK,0
2410018L13RIK,0
1700061G19RIK,0
4632433K11RIK,0
5330427O13RIK,0
2010111I01RIK,0
4933411B09RIK,0
4933431M02RIK,0
TMEM150COS,0
4930442P19RIK,0
4930412O13RIK,0
9430085M18RIK,0
2610312I10RIK,0
8030425K09RIK,0
2210406H18RIK,0
C030008P14RIK,0
7630403G23RIK,0
4933402C05RIK,0
4930568G15RIK,0
1700112E06RIK,0
MUP10,0
PPP1R18OS,0
2010109A12RIK,0
4931428L18RIK,0
4930430O22RIK,0
SLFN5OS,0
4933416O17RIK,0
4921504E06RIK,0
2510016G02RIK,0
4930455J16RIK,0
4933429O19RIK,0
4930544L04RIK,0
5330426L24RIK,0
9130401L11RIK,0
3-Mar,0
9130015G15RIK,0
5530401A14RIK,0
2610300M13RIK,0
4933440M02RIK,0
4930556L07RIK,0
2900002J02RIK,0
9430082L08RIK,0
0610038B21RIK,0
DUXF3,0
5730433K22RIK,0
4933413G19RIK,0
A930016O22RIK,0
4930528D03RIK,0
3110045A19RIK,0
8430437O03RIK,0
6030498E09RIK,0
A930030B08RIK,0
UBE4BOS1,0
LOC102635707,0
4930549C15RIK,0
SLAIN1OS,0
9130231A04RIK,0
3110039C02RIK,0
3200001G23RIK,0
PRSS23OS,0
4933430N04RIK,0
4933440J02RIK,0
2310034O05RIK,0
9430064K01RIK,0
3110080O07RIK,0
4930517O19RIK,0
8430416G17RIK,0
FAM159B,0
RPS25,0
SELT,0
FAAP20,0
GM21451,0
D10WSU102E,0
H2-Q6,0
1810013L24RIK,0
2810455O05RIK,0
4930577N17RIK,0
LSM6,0
GANC,0
1110006E14RIK,0
1700003P14RIK,0
4930522H14RIK,0
9530053H05RIK,0
2410131K14RIK,0
ULK3,0
6720427H10RIK,0
0610011F06RIK,0
2610507I01RIK,0
1700018L02RIK,0
B430105A11RIK,0
LIPO2,0
9430040K09RIK,0
GM2762,0
GM19924,0
2700046G09RIK,0
KRTAP10-4,0
SIX3OS1,0
D730001G18RIK,0
A930036K24RIK,0
1810019D21RIK,0
ULBP1,0
ZFP433,0
1700066M21RIK,0
4930503B20RIK,0
6030468B19RIK,0
9430038I01RIK,0
GGNBP1,0
GM9856,0
GM3579,0
LOC102642487,0
5830405M20RIK,0
2700054A10RIK,0
4930421J07RIK,0
4930526I15RIK,0
IPW,0
HIST1H3F,0
MIR1949,0
6330575P09RIK,0
1700063H04RIK,0
IQCE,0
1300014J16RIK,0
5031426D15RIK,0
GM9222,0
5033423O07RIK,0
4833417C18RIK,0
LOC102638110,0
SLC6A19OS,0
GM9802,0
2810428J06RIK,0
9130019P16RIK,0
PPP1R27,0
4930542N06RIK,0
5830416I19RIK,0
4930588J15RIK,0
GM21847,0
CRNDE,0
FBXL12OS,0
3110002H16RIK,0
GM11335,0
BBIP1,0
GM15622,0
GM10044,0
GM28111,0
6330405D24RIK,0
5730407M17RIK,0
PPIFOS,0
C130036L24RIK,0
6430710C18RIK,0
PARPBP,0
GM3912,0
1-Mar,0
4930404N11RIK,0
4930512B01RIK,0
6330407A03RIK,0
5730409L17RIK,0
3110005L24RIK,0
1110028F11RIK,0
LOC100036528,0
4930447C04RIK,0
3110099E03RIK,0
4930539J05RIK,0
2310024H09RIK,0
4930412B13RIK,0
C030015A19RIK,0
2810455B08RIK,0
1700003G18RIK,0
C030026M15RIK,0
MIR99AHG,0
5430427M07RIK,0
GM26752,0
5830487J09RIK,0
LOC100049077,0
1810008B01RIK,0
FAM47C,0
PLEKHD1OS,0
4930474N09RIK,0
4930444P10RIK,0
4933406K04RIK,0
4930523O13RIK,0
TMEM30C,0
4931439C15RIK,0
7420700N18RIK,0
ALKBH3OS1,0
9430013L14RIK,0
4930519D14RIK,0
4933417E11RIK,0
4931402G19RIK,0
4933414I15RIK,0
4833428M15RIK,0
IFT88OS,0
5330423I11RIK,0
4933407I05RIK,0
4921515L22RIK,0
3110035G12RIK,0
4921524L21RIK,0
4833419E13RIK,0
4930443O20RIK,0
2900012M01RIK,0
4930544M13RIK,0
4833447I15RIK,0
4930503E24RIK,0
GM10817,0
4833428L15RIK,0
4933432K03RIK,0
A930033C23RIK,0
9430087N24RIK,0
9530046B11RIK,0
A930008B05RIK,0
6030440G07RIK,0
B230104F01RIK,0
C330022C24RIK,0
9530097N15RIK,0
4933436F18RIK,0
4933406J10RIK,0
4930513O06RIK,0
2310061N02RIK,0
4930423M02RIK,0
4933404G15RIK,0
9230110F15RIK,0
4933437F24RIK,0
POTEG,0
5730453C05RIK,0
4932414N04RIK,0
4930565N06RIK,0
4933417C20RIK,0
4933406L23RIK,0
4933406J09RIK,0
A930001A20RIK,0
RBM46OS,0
4933427I22RIK,0
9130002K18RIK,0
1700010B13RIK,0
5830427D02RIK,0
A930002H02RIK,0
4931400O07RIK,0
CCDC183,0
4931415C17RIK,0
4930511E03RIK,0
GM9757,0
9130001E16RIK,0
4930524B17RIK,0
4921532D01RIK,0
4930509K18RIK,0
4930435F18RIK,0
4933424G05RIK,0
4930488B22RIK,0
2610028D06RIK,0
1810006J02RIK,0
GM15270,0
4933409F18RIK,0
4930435M08RIK,0
4930488N15RIK,0
2310016D03RIK,0
4921513I03RIK,0
2010003K10RIK,0
4930511J24RIK,0
9030622O22RIK,0
1700018A04RIK,0
4933427E13RIK,0
4930588G17RIK,0
4933437I04RIK,0
2310015K22RIK,0
SATL1,0
4930465M20RIK,0
4933404K08RIK,0
5430437J10RIK,0
4933421D24RIK,0
4833421K07RIK,0
4922502B01RIK,0
TBC1D22BOS,0
1110028F18RIK,0
1700034P13RIK,0
SRRM3OS,0
2900064B16RIK,0
2310069B03RIK,0
4930564C03RIK,0
4931407E12RIK,0
5330439A09RIK,0
1700007J10RIK,0
2810049E08RIK,0
4930558J22RIK,0
4933405E24RIK,0
LOC100125594,0
4930420G21RIK,0
1700023H06RIK,0
4933429K18RIK,0
GM26555,0
2900057B20RIK,0
4930526L06RIK,0
4930455C13RIK,0
4930412F09RIK,0
4930558K02RIK,0
4930592A05RIK,0
4933431J24RIK,0
9330161L09RIK,0
SPEER6-PS1,0
LRRC72,0
USP46OS2,0
C630050I24RIK,0
9230112D13RIK,0
TMEM86B,0
4930564D02RIK,0
4930562A09RIK,0
4930555F03RIK,0
4930583I09RIK,0
4930447A16RIK,0
9430069I07RIK,0
4930557A04RIK,0
2610303G11RIK,0
ATXN7L1OS2,0
2510042H12RIK,0
4930594C11RIK,0
4930473H19RIK,0
4930549O18RIK,0
LOC73899,0
5830400J07RIK,0
GM16491,0
FUT4-PS1,0
2900027M19RIK,0
2310022A10RIK,0
2310015D24RIK,0
2810404F17RIK,0
1600022D10RIK,0
4930469G21RIK,0
4933405D12RIK,0
GM7008,0
4921531P14RIK,0
1810053B23RIK,0
5033417F24RIK,0
BC051628,0
GM15583,0
GM16867,0
2310067P03RIK,0
RPS2,0
4930442G15RIK,0
2210406O10RIK,0
3100002H09RIK,0
1700010L04RIK,0
URAH,0
3300002A11RIK,0
4932412D23RIK,0
3732407C23RIK,0
4932434E15RIK,0
2810430I11RIK,0
4921518K17RIK,0
MLLT4,0
EPT1,0
4931408D14RIK,0
LOC101055802,0
4932443L11RIK,0
ADH6-PS1,0
RAB10OS,0
4632404H12RIK,0
1200007C13RIK,0
1700128E19RIK,0
WDR95,0
4930422C21RIK,0
GM4640,0
4930546C10RIK,0
5330439K02RIK,0
3200001D21RIK,0
PRAME,0
A730035I17RIK,0
4933413C19RIK,0
4930570E03RIK,0
4930480K15RIK,0
4930414F18RIK,0
BC026513,0
4931430N09RIK,0
4930425K24RIK,0
GM33301,0
5730419F03RIK,0
4930463O16RIK,0
4930449A18RIK,0
4931429L15RIK,0
4931429P17RIK,0
9030417H13RIK,0
3100003M19RIK,0
2410024F20RIK,0
1110019B22RIK,0
GM21379,0
ITPRIP,0
4933434M16RIK,0
C4BP-PS1,0
4930524C18RIK,0
4933427G17RIK,0
2700068H02RIK,0
4933408J17RIK,0
5730460C07RIK,0
4931423N10RIK,0
2700089I24RIK,0
4930442E04RIK,0
1700036A12RIK,0
4930432N10RIK,0
4933433H22RIK,0
LOC102641264,0
4930505O20RIK,0
LOC74457,0
GM13856,0
2210011K15RIK,0
4930484H19RIK,0
4930544F09RIK,0
4930528G23RIK,0
4930532I03RIK,0
4930431C11RIK,0
4930453H23RIK,0
5830453K13RIK,0
4930556A20RIK,0
NCKAP5LOS,0
4933411E08RIK,0
1700006A11RIK,0
4930402D18RIK,0
GATA5OS,0
SLC25A54,0
4930521O11RIK,0
4930526F13RIK,0
4933402J15RIK,0
8430437L04RIK,0
4930444M15RIK,0
1700007F19RIK,0
ZFP846,0
4933421A08RIK,0
4930510E17RIK,0
4930429D17RIK,0
2410004P03RIK,0
PITPNM2OS1,0
4930432B10RIK,0
GM4022,0
3000002C10RIK,0
4930432L08RIK,0
MSS51,0
2810471M01RIK,0
SOX5OS1,0
4933408N05RIK,0
2900052L18RIK,0
6530409C15RIK,0
6330411D24RIK,0
4933430A20RIK,0
LOC102641289,0
4930434J06RIK,0
4930563E18RIK,0
4933427J07RIK,0
4933436H12RIK,0
4930509J09RIK,0
4933417O13RIK,0
4930519A11RIK,0
TSSK5,0
4930404K06RIK,0
6330565B04RIK,0
4930422I22RIK,0
4930571B16RIK,0
4930474H20RIK,0
5031425E22RIK,0
LOC102633650,0
4833427F10RIK,0
3100003L13RIK,0
4930473O22RIK,0
1700023G09RIK,0
4921511C10RIK,0
6330437I11RIK,0
4930517E11RIK,0
4933430H16RIK,0
4930453L07RIK,0
4933436N17RIK,0
KAT8,0
4933436I20RIK,0
4921515G04RIK,0
4930425O10RIK,0
4933406G16RIK,0
4930550C17RIK,0
2310005A03RIK,0
4921534H16RIK,0
4930478P22RIK,0
TSSK4,0
6530403M18RIK,0
4930578I07RIK,0
4930402F06RIK,0
4930542D17RIK,0
4930589L23RIK,0
1110035E04RIK,0
1700031F05RIK,0
4933422A05RIK,0
2410012E07RIK,0
RMDN2,0
4930455H04RIK,0
4921511I17RIK,0
1700072H12RIK,0
4933401L05RIK,0
4933401D09RIK,0
METTL4-PS1,0
METTL4-PS1,0
ZDHHC4,0
4933434P08RIK,0
1700080N15RIK,0
2310026I22RIK,0
4930447F24RIK,0
4930533K18RIK,0
4933426B08RIK,0
4933407I08RIK,0
4930515G13RIK,0
TEX13,0
4930567K12RIK,0
8430422H06RIK,0
E130018N17RIK,0
D730045A05RIK,0
5430434I15RIK,0
4933431I19RIK,0
1700028J19RIK,0
4930483K19RIK,0
4930412L05RIK,0
9530020I12RIK,0
4933417D19RIK,0
4930568D16RIK,0
C030044M21RIK,0
TMCO5B,0
4930570B17RIK,0
9030404E10RIK,0
4930459C07RIK,0
1810010K12RIK,0
4933401H06RIK,0
9530047P18RIK,0
1700017D01RIK,0
4930417O22RIK,0
4933430L12RIK,0
5330417H12RIK,0
GM44196,0
4930552N02RIK,0
4831407H17RIK,0
4930456L15RIK,0
4930548G14RIK,0
4933406B15RIK,0
4930526H09RIK,0
1110020C17RIK,0
4933438B17RIK,0
5730522E02RIK,0
1700102J08RIK,0
4930533L02RIK,0
9030205G03RIK,0
4930447N08RIK,0
4933433G15RIK,0
4930507D10RIK,0
4922502N22RIK,0
4633402D09RIK,0
5430402P08RIK,0
4930403O15RIK,0
4921523P09RIK,0
C030013D06RIK,0
1700111N16RIK,0
GSDMCL1,0
9430014N10RIK,0
2810487C13RIK,0
4930445B16RIK,0
6720483E21RIK,0
2310068J16RIK,0
4930543N07RIK,0
4930519F16RIK,0
4930565D16RIK,0
CDRT4OS1,0
1700128F08RIK,0
5830468F06RIK,0
1700040G22RIK,0
0610033M10RIK,0
4930504C09RIK,0
4930579G18RIK,0
9330177L23RIK,0
ZIM2,0
4921508M14RIK,0
4921513I08RIK,0
1190003K10RIK,0
1700074P13RIK,0
2410024N13RIK,0
9330198I05RIK,0
4930542C16RIK,0
A930023M06RIK,0
1700086D15RIK,0
9130410C08RIK,0
6530401F13RIK,0
PRSS41,0
4933433F19RIK,0
4930554C24RIK,0
GRIP1OS1,0
4933439N14RIK,0
9430078K24RIK,0
1700085C21RIK,0
9430065F17RIK,0
8430436N08RIK,0
4930432J09RIK,0
4930502M04RIK,0
9530067L11RIK,0
4930516K23RIK,0
CFHR3,0
4930551O13RIK,0
5033404E19RIK,0
4833419O12RIK,0
4933432I03RIK,0
1700121N20RIK,0
1700022A22RIK,0
4930419G24RIK,0
1700048F04RIK,0
4930524O07RIK,0
9030625G05RIK,0
GM30289,0
2210039B01RIK,0
1700056N10RIK,0
4930566D17RIK,0
4930435F05RIK,0
GM3336,0
4930556N13RIK,0
4930447K03RIK,0
4930594M17RIK,0
4933411E02RIK,0
1700109K24RIK,0
4930533B01RIK,0
3830403N18RIK,0
C030004G16RIK,0
4930590A17RIK,0
GSDMCL2,0
4930434B07RIK,0
5430440P10RIK,0
4933438A12RIK,0
4933400F21RIK,0
THG1L,0
1700039E15RIK,0
3110018I06RIK,0
1700084J12RIK,0
4930402F11RIK,0
4933402C06RIK,0
4930505A04RIK,0
PRKAG2OS1,0
A230006K03RIK,0
9530004P13RIK,0
GM13999,0
MOB2,0
1700063K16RIK,0
C530008M17RIK,0
NUDT12OS,0
8430437N05RIK,0
KANSL1,0
4930524N10RIK,0
4930522N08RIK,0
4930597L12RIK,0
ZFP715,0
1700111E14RIK,0
4933413J09RIK,0
EAPP,0
2310016G11RIK,0
14-Sep,0
2600006K01RIK,0
ERICH6B,0
8030423J24RIK,0
4930445E18RIK,0
1700054O19RIK,0
2410137M14RIK,0
PRL8A1,0
4930533B18RIK,0
4930448F12RIK,0
PLDI,0
5730510P18RIK,0
4933414I06RIK,0
1700016A09RIK,0
ABCA14,0
LOC102632351,0
1700040F17RIK,0
SPN-PS,0
GM2011,0
PRSS40,0
4930405H06RIK,0
GM9748,0
1700020M10RIK,0
1700122O11RIK,0
SPATA25,0
2410006F04RIK,0
1700092E16RIK,0
1700028N14RIK,0
1700009J07RIK,0
B430319H21RIK,0
5033430I15RIK,0
4930512M02RIK,0
1700001C02RIK,0
FAM219AOS,0
2410124H12RIK,0
4930447F04RIK,0
LRP8OS1,0
1810059H22RIK,0
METTL5OS,0
1700021P04RIK,0
9230104L09RIK,0
0610025J13RIK,0
3300002I08RIK,0
5530400C23RIK,0
CSMD2OS,0
4930408O17RIK,0
2810474C18RIK,0
4930449E01RIK,0
4930529I22RIK,0
C030005H24RIK,0
1700031F10RIK,0
TMEM89,0
1700069L16RIK,0
2310040G07RIK,0
1700045I11RIK,0
2210409D07RIK,0
KLK1B7-PS,0
4930569F06RIK,0
SOX6OS,0
1700116B05RIK,0
1700066C05RIK,0
GM15247,0
TMSB15A,0
A430105D02RIK,0
6030458E02RIK,0
4931406H21RIK,0
4930548F15RIK,0
3110054G05RIK,0
2900042E19RIK,0
1110004M10RIK,0
4931428A05RIK,0
5730596P11RIK,0
5830468K08RIK,0
4930573O21RIK,0
4933413I22RIK,0
LOC102642155,0
4930599N24RIK,0
2610301H18RIK,0
2310061A09RIK,0
2610012C04RIK,0
2900024J01RIK,0
LOC102639770,0
9030405F24RIK,0
4833422B07RIK,0
4933424C09RIK,0
3110037L02RIK,0
5730410E19RIK,0
5830487K18RIK,0
5730507A11RIK,0
CBX3,0
9430063H18RIK,0
4933429H19RIK,0
LOC102642925,0
4633401L03RIK,0
5830490A12RIK,0
4933411E06RIK,0
6430711C07RIK,0
4930466F19RIK,0
2510019K15RIK,0
1700008H02RIK,0
5830426C09RIK,0
3222402N08RIK,0
ADAM1B,0
2810403D21RIK,0
4930402H05RIK,0
5830420C07RIK,0
0610042E11RIK,0
1500005C15RIK,0
4933404M09RIK,0
2210416J07RIK,0
GM32641,0
2210411G17RIK,0
9030420N05RIK,0
4933407A17RIK,0
2300010F08RIK,0
9130009M17RIK,0
5530400K19RIK,0
4921521C08RIK,0
4833406M21RIK,0
4631422I05RIK,0
9030407C09RIK,0
4930517G19RIK,0
4921527H02RIK,0
5830431M20RIK,0
2900024I21RIK,0
2810047J09RIK,0
2810403G07RIK,0
LOC102638389,0
5730405A17RIK,0
5330428N10RIK,0
GM8096,0
4930505O19RIK,0
4933425M03RIK,0
6430709C05RIK,0
1810015A16RIK,0
4833412K13RIK,0
5830424K16RIK,0
4933408K01RIK,0
4930445G23RIK,0
5830433D23RIK,0
5830415G21RIK,0
5830437K03RIK,0
4933402E15RIK,0
1700017H01RIK,0
4933430H06RIK,0
2900060K15RIK,0
4833420L08RIK,0
9530071P10RIK,0
4930443G03RIK,0
LOC102633149,0
6030442H21RIK,0
4933403J19RIK,0
4930403O18RIK,0
9130214F15RIK,0
2210409O19RIK,0
2900011L18RIK,0
6330571C24RIK,0
4930551I15RIK,0
9530025H10RIK,0
4933404I11RIK,0
C030007D22RIK,0
E130112B07RIK,0
6430710M23RIK,0
0610040A22RIK,0
1700081H04RIK,0
2610105M22RIK,0
9430087J23RIK,0
9430032J07RIK,0
1700048O20RIK,0
1700037N05RIK,0
4933435C09RIK,0
4930556A17RIK,0
A930028O11RIK,0
4833420D23RIK,0
6720420G18RIK,0
8030476L19RIK,0
9030218A15RIK,0
4930401B11RIK,0
2310058F05RIK,0
2900060N12RIK,0
C030011G24RIK,0
PIP5K1BOS,0
9230106L01RIK,0
A230101C19RIK,0
8030431A06RIK,0
9430099H24RIK,0
5830426K05RIK,0
1700113P08RIK,0
9530025L08RIK,0
LOC102632493,0
2900064F13RIK,0
4833419A21RIK,0
4930413G21RIK,0
4930557B21RIK,0
2900018N21RIK,0
4933435G04RIK,0
4833410I11RIK,0
2700080J24RIK,0
6430598H11RIK,0
E130116L18RIK,0
5730405O12RIK,0
5033428C03RIK,0
2810457G06RIK,0
5430434G16RIK,0
2900057C01RIK,0
1700018P08RIK,0
6430500D05RIK,0
D730048M19RIK,0
2900046F13RIK,0
D730050C22RIK,0
6030442K20RIK,0
9230112J17RIK,0
4932432N04RIK,0
4932429P19RIK,0
4932702M13RIK,0
4632404M16RIK,0
4632409D06RIK,0
4632418H02RIK,0
4930544N03RIK,0
6820402A03RIK,0
4932437C15RIK,0
4932431P20RIK,0
TMEM236,0
4632432E15RIK,0
5730488B01RIK,0
4930455M05RIK,0
4930466I24RIK,0
2610011E03RIK,0
9130011L11RIK,0
9030409K20RIK,0
4930435N07RIK,0
4930544L18RIK,0
4833408G04RIK,0
GM6086,0
GM36704,0
3110037C07RIK,0
1700126A01RIK,0
2810410P21RIK,0
4933424H11RIK,0
5730575I04RIK,0
5730407I07RIK,0
4933408M05RIK,0
4921511E18RIK,0
5330421C15RIK,0
4933416E14RIK,0
2810404I24RIK,0
4933416A02RIK,0
GSDMCL2,0
4930429N05RIK,0
5330433J24RIK,0
5430439C14RIK,0
5730405N03RIK,0
5730408A14RIK,0
2900046L07RIK,0
5230400M06RIK,0
4921519G19RIK,0
5330421F21RIK,0
4930448E22RIK,0
4921520E09RIK,0
4930444K16RIK,0
5730407O05RIK,0
GM26664,0
4930447I22RIK,0
2610024D14RIK,0
2410049M19RIK,0
4921507H08RIK,0
4930456A14RIK,0
4933423K11RIK,0
4921518B13RIK,0
4933421H12RIK,0
9030607L02RIK,0
5730420F10RIK,0
LOC102642974,0
4930456J16RIK,0
1700026H06RIK,0
LOC102636340,0
5430402M21RIK,0
2900011F02RIK,0
5830495A06RIK,0
4930519E07RIK,0
4930403L11RIK,0
PANCT1,0
5830462P14RIK,0
5830462O15RIK,0
1700019L13RIK,0
9030613N10RIK,0
4933423N03RIK,0
4833446E11RIK,0
5430430B14RIK,0
6330526H18RIK,0
9030607J07RIK,0
5530400N10RIK,0
AU041133,0
6330436F06RIK,0
ORLY,0
4930560O18RIK,0
2310068G24RIK,0
4930421C12RIK,0
5830485P09RIK,0
4833411I10RIK,0
5730406E14RIK,0
2900064K03RIK,0
2310007H11RIK,0
5430430K15RIK,0
4930564B12RIK,0
5830434F19RIK,0
4930555B11RIK,0
2900018E21RIK,0
4930572C08RIK,0
4930535F04RIK,0
5330430B06RIK,0
4933428L01RIK,0
5730478J17RIK,0
2610011I18RIK,0
4931407J08RIK,0
4933411O13RIK,0
4930439G18RIK,0
6230426I18RIK,0
4933423L19RIK,0
6330510M09RIK,0
6330582A15RIK,0
5730433N10RIK,0
5830433M15RIK,0
6430605C03RIK,0
4933425E08RIK,0
4931412I15RIK,0
5430402O13RIK,0
2700078F05RIK,0
5830435N06RIK,0
4933436P19RIK,0
4933407I18RIK,0
4930448K20RIK,0
4930402C16RIK,0
5930427J20RIK,0
5330430C04RIK,0
4930404F17RIK,0
6430514K02RIK,0
3110062G12RIK,0
2900092N22RIK,0
GM13872,0
4930473M17RIK,0
4933428L12RIK,0
9030419F21RIK,0
3100002H20RIK,0
5830438M01RIK,0
TRBV1,0
5830474E16RIK,0
4933424L07RIK,0
4921504P20RIK,0
5730552O08RIK,0
2300004M11RIK,0
4930456G14RIK,0
9530002O20RIK,0
5830490A04RIK,0
2900069G24RIK,0
4930534I15RIK,0
5330422M15RIK,0
4930513L20RIK,0
4930423C22RIK,0
2900040J22RIK,0
8430418B16RIK,0
5033425B01RIK,0
5830448L01RIK,0
4930432H08RIK,0
5031415H12RIK,0
5230401M06RIK,0
4921504P05RIK,0
9230118N17RIK,0
4933431C10RIK,0
4930513N20RIK,0
4933415B22RIK,0
2900022B07RIK,0
9030201C23RIK,0
B230204H03RIK,0
6330562C20RIK,0
1700008N17RIK,0
6230414M07RIK,0
4930570E01RIK,0
4930485E13RIK,0
4930444E06RIK,0
5830456J23RIK,0
2900034C19RIK,0
3110049I03RIK,0
5430440L12RIK,0
4930563F15RIK,0
4933427C19RIK,0
6720477C19RIK,0
B230112I24RIK,0
4933433N18RIK,0
A430105P17RIK,0
4930433M22RIK,0
9530006O14RIK,0
4930445B03RIK,0
B230114A03RIK,0
2310079F09RIK,0
6030400A10RIK,0
5033430J17RIK,0
2210017G18RIK,0
2700008E08RIK,0
9430024C03RIK,0
4930566N20RIK,0
6720482G16RIK,0
2610311E24RIK,0
5830442K09RIK,0
6330403N20RIK,0
9430081G06RIK,0
9430031J08RIK,0
5730415C11RIK,0
4933426I03RIK,0
5430425E15RIK,0
4930424E08RIK,0
C030011I16RIK,0
3830422I06RIK,0
4930448E06RIK,0
9430013L17RIK,0
5830415B17RIK,0
2810421E14RIK,0
4930573G07RIK,0
6720475M21RIK,0
C530007A02RIK,0
2310075M01RIK,0
4931409D07RIK,0
4932703K07RIK,0
5033423K11RIK,0
8430437B07RIK,0
A930011E06RIK,0
A330102K18RIK,0
4930518C04RIK,0
4930500E03RIK,0
9430052A13RIK,0
2810416A17RIK,0
4930553M12RIK,0
9530004M16RIK,0
A430110A21RIK,0
4930556A12RIK,0
5830440H09RIK,0
4933417G07RIK,0
PRUNE,0
4921522E08RIK,0
9330179C17RIK,0
4833417J16RIK,0
1520401O13RIK,0
9530078B04RIK,0
C030045M22RIK,0
4930449I04RIK,0
2310045N14RIK,0
1700039M15RIK,0
5830461L22RIK,0
2900005I04RIK,0
4930478M09RIK,0
4930483C01RIK,0
9530034D02RIK,0
4930456K20RIK,0
4930509E22RIK,0
9330159N22RIK,0
ZFP572,0
D530031A16RIK,0
2700057C20RIK,0
6720454L07RIK,0
4930486A15RIK,0
4930477O15RIK,0
5430416B10RIK,0
4930519N06RIK,0
9430087B13RIK,0
4930529F21RIK,0
9330154F10RIK,0
4930488N24RIK,0
1700095A21RIK,0
4930573C08RIK,0
4933401J01RIK,0
C030046M01RIK,0
C030004M13RIK,0
1700024P12RIK,0
4930405G09RIK,0
6720460K10RIK,0
6030460B20RIK,0
4930480K02RIK,0
5730416F02RIK,0
5830432F11RIK,0
A930036A04RIK,0
2810414N06RIK,0
4930553P13RIK,0
4933412L11RIK,0
C430049A07RIK,0
D530015H24RIK,0
2610021J01RIK,0
5730422E09RIK,0
A230102O21RIK,0
1700023B13RIK,0
4930527F18RIK,0
A930036I15RIK,0
4930563N14RIK,0
6030458A19RIK,0
8430401P03RIK,0
4930474A20RIK,0
5430427N15RIK,0
5330425B07RIK,0
D530037P16RIK,0
5830445D09RIK,0
9430019H13RIK,0
4921509A06RIK,0
1500002K03RIK,0
9330199C07RIK,0
4933428C20RIK,0
2900022M07RIK,0
ZFP961,0
A930018O16RIK,0
3300002I10RIK,0
4921504P13RIK,0
9430012M22RIK,0
2900078I11RIK,0
5033405D04RIK,0
4930451E06RIK,0
4930423O20RIK,0
1700084K02RIK,0
C030014O09RIK,0
9530086P17RIK,0
8030497O21RIK,0
4930405A07RIK,0
4930527J03RIK,0
1700101I19RIK,0
AW551984,0
MELA,0
B630019K06RIK,0
AU022751,0
E330021D16RIK,0
AI467606,0
C86187,0
D6ERTD527E,0
GM7931,0
MYEOV2,0
GM15800,0
LOC102642697,0
A730017C20RIK,0
1190002N15RIK,0
GM6682,0
FAM21,0
GM6415,0
AA986860,0
C330006A16RIK,0
ZFP956,0
GM6330,0
CCDC92B,0
SNHG1,0
2210016L21RIK,0
HN1L,0
GM13123,0
PAPD5,0
C630043F03RIK,0
LHFP,0
ZFP871,0
SNHG3,0
E130309D02RIK,0
E330034G19RIK,0
9930012K11RIK,0
TMEM198B,0
TSPYL3,0
6-Mar,0
8430408G22RIK,0
FAM175B,0
PPP4R2,0
INO80C,0
GM3669,0
FAM46B,0
PRPS1L3,0
ZCCHC6,0
LIPO3,0
GM20071,0
AU020206,0
SPAG7,0
BPIFB9B,0
4930430F08RIK,0
KAT5,0
4931406P16RIK,0
4933427D14RIK,0
GYLTL1B,0
FAM168B,0
AA467197,0
AI593442,0
GTF3C1,0
AI662270,0
BC030336,0
GM21320,0
D2WSU81E,0
E430025E21RIK,0
METTL7A2,0
GM8221,0
2310061I04RIK,0
TXLNA,0
GM7020,0
9330151L19RIK,0
PEO1,0
SAMD1,0
GM12942,0
ATPIF1,0
TMEM151B,0
BC010981,0
LAMTOR4,0
B230308N11RIK,0
LOC102643079,0
GM6158,0
RBAKDN,0
FAM185A,0
IBTK,0
SERF1,0
SNHG11,0
U2AF1L4,0
RAB3IP,0
GM10224,0
ZZZ3,0
ZFP954,0
VARS2,0
ZFP617,0
FAM65B,0
BC055324,0
1700008K24RIK,0
AW112010,0
AI503316,0
GM8894,0
FAM73A,0
ADRBK2,0
PDPR,0
WFDC21,0
1810022K09RIK,0
4933431E20RIK,0
EIF2B3,0
BOLA2,0
3830406C13RIK,0
PRAMEF8,0
SNHG17,0
BC052040,0
GM13102,0
GM2808,0
ZFP862-PS,0
LARP4B,0
VPRBP,0
GPR22,0
C730026J16,0
GM10699,0
BC030867,0
E130307A14RIK,0
MIR9-3HG,0
