"","GSM844492","GSM844495","GSM844497","GSM844499","GSM844501","GSM844503","GSM844505","GSM844507","GSM844521","GSM844522","GSM844523","GSM844524"
"DYNLT1A",-3.549511e-06,-3.156335e-06,-3.3786235e-06,-2.4133823e-06,2.518012e-07,3.007081e-06,3.1849755e-06,3.2285855e-06,-2.730133e-06,-1.2007842e-06,3.7763075e-06,4.617613e-06
"RALGAPA2",-2.93993472e-06,-2.12783104e-06,2.32275456e-07,-2.75788288e-06,-1.09954048e-05,-1.11701504e-05,-9.6870912e-06,-2.1573376e-06,-4.59712512e-06,-5.7753088e-06,-4.9373184e-06,7.8386688e-07
"FAM163B",0.019685491131143,-0.05038347941534,-0.011184983294192,0.03842266227584,0.03631108138425,0.019317903515436,-0.008681593792005,0.014533386157429,-0.017397886200285,0.05745219987908,-0.004759806500299,-0.022596337639502
"LMO3",-9.1606383e-05,-1.57594734e-05,-2.39042826e-05,6.83525304e-05,9.8271954e-05,0.000149128452,0.000102263634,7.02218484e-05,0.000105159384,-6.03106317e-06,0.000131745933,-9.7421049e-05
"LRRC73",-4.3497e-05,-3.994542e-05,-3.156138e-05,-1.4434335e-05,-1.5291693e-05,-3.012633e-05,-1.9094211e-05,-2.076732e-05,-2.0248704e-05,-2.5574643e-05,-8.161182e-06,-3.493611e-05
"PCIF1",4.5057012e-09,9.0070266e-09,1.4493765e-08,7.4683323e-09,-3.12583128e-09,1.33578588e-09,-1.8344898e-09,2.48632098e-09,4.81742976e-09,5.68545978e-09,-5.27379138e-09,-9.6239286e-10
"ANKHD1",1.05294327e-07,1.01279639e-07,-4.4969585e-08,1.2604433e-07,5.1125469e-08,-2.4597049e-09,8.5773408e-08,1.01326291e-07,6.4736626e-08,4.2052091e-09,1.9525497e-08,2.4239202e-07
"ABCC8",-0.001208024968738,-0.002637001239944,-0.00402192674475,-0.00532821551337,-0.00329089815818,-0.00615386147527,-0.001258921958416,-0.000410452193175,-0.000919495507899,-8.4167554634e-05,-0.002275289384342,-0.00715265142177
"BZRAP1",0,0,0,0,0,0,0,0,0,0,0,0
"GM11175",0,0,0,0,0,0,0,0,0,0,0,0
"ZFP938",0,0,0,0,0,0,0,0,0,0,0,0
"MAP1A",-1.53239438e-05,-4.306359e-05,-2.8412156e-05,-1.94739e-05,-2.3796661e-05,-4.1128988e-05,-3.5494762e-05,-4.6599194e-06,2.64289874e-06,-2.51604178e-05,-1.24726368e-06,-3.1059272e-05
"TTLL6",0.095866971185244,-0.114370463992092,-0.166596561539625,-0.244032523557963,-0.197244878965176,0.041504241228744,0.12901270425015,-0.269185981587159,0.096157178239899,0.159513874436721,0.47762086308699,-0.202197746031288
"DSE",-9.8386176e-06,1.84299264e-05,9.8327808e-06,1.07182848e-05,6.17585664e-06,6.26889984e-06,3.29768448e-06,9.039744e-07,2.012544e-05,-3.94807296e-06,1.75151616e-05,8.7034368e-06
"GALK2",-2.330211e-07,-7.841301e-08,2.6057655e-07,4.367883e-09,1.00021545e-07,-1.830972e-08,7.5741315e-08,-1.36639035e-07,4.52595e-08,-4.2542565e-07,1.0785411e-07,8.384922e-08
"TSPYL5",-1.22190468e-05,-8.23612296e-06,-1.1786294e-05,-7.7709818e-06,-6.93387844e-06,-3.69230936e-06,-9.7752556e-06,-8.84238548e-06,-1.57763184e-05,-4.298926e-06,-8.1723632e-06,-1.5936308e-05
"4922502D21RIK",0,0,0,0,0,0,0,0,0,0,0,0
"GM13023",0,0,0,0,0,0,0,0,0,0,0,0
"ZXDB",0,0,0,0,0,0,0,0,0,0,0,0
"LOC100041806",0,0,0,0,0,0,0,0,0,0,0,0
"RPS16",4.21258101e-07,-1.33206473e-06,-2.99282091e-07,-4.01455921e-07,-2.7783719e-07,-9.1301479e-08,4.47117557e-07,-4.11006556e-07,-1.97286728e-07,-3.58719259e-07,4.59974838e-07,-8.37558e-07
"SLFNL1",5.45877872e-07,-2.70895648e-07,-4.30872992e-07,1.13611312e-07,-1.08170832e-06,-2.33957216e-07,-2.90593856e-07,9.2465664e-08,-1.18694816e-06,-3.2292416e-08,-5.934504e-07,1.18694816e-06
"LOC102642250",0,0,0,0,0,0,0,0,0,0,0,0
"GM6277",0,0,0,0,0,0,0,0,0,0,0,0
"TMPRSS11A",-7.1499343e-07,8.980257e-07,-1.8268108e-09,-7.203374e-07,1.96182e-06,-4.0033238e-06,-9.6314117e-07,-1.67655857e-06,2.2331705e-06,2.2402808e-06,-2.4067933e-06,-5.4106442e-07
"GM1965",0,0,0,0,0,0,0,0,0,0,0,0
"UBTD2",-1.01997756e-06,1.06182195e-06,5.19204777e-07,1.0324377e-06,2.03270193e-07,2.41114671e-07,-3.40332342e-08,-1.96946946e-07,9.6651345e-07,1.24631241e-06,-8.7761772e-08,-2.09211597e-08
"SPATA5L1",0,0,0,0,0,0,0,0,0,0,0,0
"TRIM75",1.4960592e-07,-1.811592e-06,2.48904e-06,-1.05601248e-06,2.9264688e-06,2.6990496e-06,1.5339312e-06,5.995872e-07,-5.9435424e-07,2.199024e-06,-7.2432576e-07,-8.8404768e-07
"TUBGCP2",5.26906462e-08,7.40207e-08,3.09531557e-08,6.5019055e-08,-1.1947211e-08,-2.85859608e-08,-6.5842029e-09,9.8527363e-09,-6.6268778e-09,7.7549157e-08,-2.71525655e-09,-8.3750225e-08
"RPL13",4.130847e-05,3.3794628e-05,1.94450046e-05,1.93808363e-05,1.12384251e-05,-8.5806476e-06,1.1819066e-05,1.04627215e-05,9.5971701e-06,-5.536419e-05,1.20604939e-05,1.08433871e-05
"FAM167A",-0.000448651127356,0.000221127764839,0.000312671784598,0.000295637920703,0.000380326102559,0.00068457374959,0.00077443254379,0.00052675862033,0.000121285986991,0.000444967712885,0.00054558617721,0.000243112320884
"DANCR",0,0,0,0,0,0,0,0,0,0,0,0
"DPP9",3.9236772e-08,-1.22872492e-08,-6.5102952e-08,-1.0656942e-08,-3.7177084e-09,-2.06503788e-09,5.30406e-10,4.4250744e-08,-7.0802012e-09,-4.654206e-08,6.6935436e-09,4.5467028e-09
"AMZ1",1.7892267e-05,-2.20265746e-05,2.33894704e-05,1.49319274e-05,6.359198e-05,-0.00013829429,1.82022142e-05,8.6483742e-05,-2.47270694e-05,6.7557806e-05,-9.4486004e-06,-1.5459906e-06
"ALG8",-2.81812608e-14,-1.83472344e-14,-4.2525648e-14,-2.9358153e-14,1.03628349e-14,3.8609703e-14,3.9225087e-14,-1.19178675e-14,-6.3754911e-15,4.3009758e-14,6.7103586e-15,-3.0794148e-14
"GM5802",0,0,0,0,0,0,0,0,0,0,0,0
"SNORD47",0,0,0,0,0,0,0,0,0,0,0,0
"SPINKL",0,0,0,0,0,0,0,0,0,0,0,0
"AI987944",0,0,0,0,0,0,0,0,0,0,0,0
"RAB3GAP1",3.723e-08,-1.76091549e-08,-3.0755265e-08,-3.3126816e-08,-6.6986406e-09,-6.2325648e-10,-3.5870448e-09,2.4693783e-08,1.20557091e-09,-4.193412e-08,8.8750626e-09,1.30910097e-08
"PRDM8",0.36290348138816,0.15106483933568,0.081202368455176,0.16526383299752,0.047151671314448,-0.023597705992664,0.1732838136524,0.026446767455336,0.23323297607408,-0.044143856946288,-0.017340860321344,0.36947230096208
"ZFP58",1.0628455435e-07,1.1486211675e-07,1.488840225e-07,2.36413867e-07,9.70925232e-08,6.44202015e-09,-6.217005205e-08,5.93241137e-10,1.146659081e-07,-7.40876559e-08,2.270697285e-07,1.1552869245e-07
"MARCH11",0,0,0,0,0,0,0,0,0,0,0,0
"MARS",1.55944182e-08,-2.7959106e-08,-2.9680404e-08,-2.7211551e-08,-5.9727906e-09,-2.2364247e-08,-5.594676e-10,-9.2742936e-09,1.56614328e-09,-3.5954925e-08,9.91494e-09,8.472351e-09
"ADPRHL1",5.30301e-07,-1.24133721e-06,-7.2019557e-07,-7.3173642e-07,5.6828781e-08,8.5157655e-07,1.6722741e-07,1.9513131e-08,1.5158628e-06,8.9179962e-07,-5.808636e-07,-2.4056856e-06
"SNX17",4.2310312e-08,-1.8158624e-07,6.151904e-08,1.1684024e-08,-1.226588e-07,-1.6007288e-08,-1.7601144e-08,4.4475376e-08,6.1674096e-09,-7.4079368e-08,-5.7027168e-08,-2.6486768e-08
"PPTC7",7.23566536e-07,-2.1282926e-07,3.42615224e-07,-1.504895e-07,5.32302736e-07,6.37235256e-07,-5.5904842e-07,1.79805332e-06,2.92575892e-07,-1.8597334e-06,3.90133884e-07,5.18281932e-07
"NUDT15",0,0,0,0,0,0,0,0,0,0,0,0
"PDE5A",-4.0343388e-05,8.132443e-05,5.2642188e-06,2.01547693e-05,5.4226074e-06,9.1366234e-06,-6.5478368e-06,6.6935665e-06,2.39943494e-05,2.08737228e-05,1.10285888e-05,2.3196257e-06
"SERP2",-9.3162792e-06,-1.22808771e-05,-1.37243994e-05,-1.46135679e-05,-1.71578103e-05,-1.62038685e-05,-8.0541477e-06,-4.4976867e-05,-8.3435295e-06,3.0432375e-05,-1.09970622e-05,-1.10024724e-05
"GM11992",-4.9798133e-06,9.2548918e-07,-3.56518866e-05,2.71655934e-05,-4.54610728e-05,-1.27101722e-05,-2.56435806e-05,-4.62414744e-05,6.5463904e-06,0.000117801596,-1.62946476e-05,-2.01026782e-05
"ARID1B",1.0476318e-07,1.2105768e-07,1.5790926e-07,2.1709884e-07,-2.9327244e-08,-8.3766174e-09,4.8253854e-08,7.6961448e-08,1.1732142e-07,-1.2827112e-07,9.0544584e-08,1.3695438e-07
"KYAT3",2.2081488e-08,2.00137392e-08,3.002272e-08,1.2332736e-08,2.5081264e-08,3.3162272e-08,-8.7995856e-09,1.7218136e-08,2.3915424e-08,-1.4196e-08,2.4988288e-08,8.0055872e-09
"VGLL4",-2.25707235e-05,2.6222586e-05,3.3973047e-05,2.3366472e-05,-1.39512838e-05,-1.05108264e-05,1.18816113e-05,1.30999884e-05,2.03497101e-05,-9.3308804e-06,6.521483e-06,1.01595666e-05
"LCE3A",0,0,0,0,0,0,0,0,0,0,0,0
"ACAA1A",7.27575345e-07,1.8435702e-07,8.83280455e-07,8.4413214e-07,5.74421995e-07,4.2091625e-07,1.8552212e-06,-3.29945815e-07,-4.4060071e-07,-9.5483192e-08,5.27590705e-07,5.3372276e-07
"OBOX2",0,0,0,0,0,0,0,0,0,0,0,0
"BRD9",3.18027051e-09,-5.8729131e-09,2.22285096e-09,2.31309441e-08,-2.77529274e-08,-9.3807522e-08,-4.72508757e-09,-2.50049493e-08,2.16760572e-08,-8.7160995e-08,9.5269365e-09,1.23881769e-08
"SH3TC2",2.01249198e-05,-3.9507615e-07,1.08945162e-05,2.26728576e-05,8.33241834e-06,1.65113982e-05,1.01075067e-05,1.0247274e-05,-6.49065897e-06,-4.67998713e-06,9.2109357e-06,1.07109243e-05
"NHLRC3",5.560758e-08,1.0267996e-07,4.6026724e-08,5.094518e-08,-1.6399099e-08,4.0006165e-08,-7.624105e-09,-3.3332353e-09,6.663378e-08,8.836752e-08,-1.7273675e-08,-9.760631e-09
"NXF3",-1.31472096e-05,2.601252e-05,-1.39600752e-06,8.907846e-06,-2.24016612e-05,-5.8297092e-06,-1.90689624e-05,-3.0285012e-06,-1.4093934e-05,-3.3176736e-06,1.39981512e-06,-1.68531444e-05
"FBXL4",1.91344032e-07,-1.5625104e-07,7.5550992e-07,3.0719568e-08,-5.9629944e-07,-6.4278984e-07,-8.957652e-08,3.7280496e-07,2.43836472e-07,-4.45962e-07,6.3265752e-08,2.21736768e-07
"SNX14",-3.018275e-06,-2.48292965e-06,-2.5437344e-06,-3.3912359e-06,-1.48623375e-06,-2.6727484e-06,-2.33028651e-06,-2.6962169e-06,-2.09688663e-06,-1.41501501e-06,-3.0434252e-06,-2.34211865e-06
"GM28042",-1.187790955e-06,-5.3471964e-07,-7.06786665e-07,-1.332823895e-07,-7.85752565e-07,-7.0966753e-07,7.8651651e-07,7.7898769e-07,-1.52010105e-06,-1.6504202e-06,1.320092475e-06,1.48512403e-06
"C80998",0,0,0,0,0,0,0,0,0,0,0,0
"RBM27",6.079301e-09,5.3176169e-09,8.265487e-09,1.0950282e-08,1.3522151e-09,3.8048274e-09,2.3664546e-09,6.733198e-09,1.5696301e-09,-8.927644e-09,1.5587623e-09,6.027735e-09
"GIMAP8",-4.533018e-05,-2.9084923e-05,-1.4141104e-05,-3.72849e-05,-4.996998e-05,-4.238313e-05,-2.5771536e-05,-3.4177196e-05,-2.6486635e-05,7.612528e-05,-2.014909e-05,-3.6340253e-05
"NPPA",-0.000194912201716,-0.000254966740182,-0.000484703526996,-0.000354207201412,-0.00110477886816,-0.00112028895788,0.00061805840723,0.000353823727278,-4.00917928988e-05,0.000558831488396,-0.000428760640198,-0.000314846265098
"DEFB19",0,0,0,0,0,0,0,0,0,0,0,0
"PDHX",-2.5590348e-08,-2.21418855e-08,-3.5730765e-08,-3.681468e-08,-2.1865914e-09,-2.202102e-08,-2.31392385e-08,-4.7824875e-08,-4.45158e-08,-1.9340685e-08,-3.11003595e-08,1.37646495e-09
"ZFP536",0.00832283049142,0.00437462036661,0.000779358013248,0.005499633740858,0.001791981393922,0.001665648947822,0.002996507736788,0.00929586562712,0.00438780421268,-0.00863092259726,0.005419129689612,0.00695507528684
"D930017J03RIK",0,0,0,0,0,0,0,0,0,0,0,0
"BC089491",0,0,0,0,0,0,0,0,0,0,0,0
"CCDC175",2.51318662e-08,2.65748364e-05,-4.039476e-05,-8.4513254e-06,-4.554319e-05,-1.67662726e-05,9.904377e-06,1.50547222e-05,4.587303e-05,-7.314335e-06,9.8230874e-05,9.2267154e-07
"NXPE4",1.08696057e-06,1.9867368e-06,1.41668046e-06,2.0089173e-06,-1.12613976e-06,-1.53707208e-06,-1.6306881e-06,-4.6637721e-07,1.6149153e-06,1.9811559e-06,-6.8059314e-07,-4.0946793e-07
"TBC1D25",-2.4764198e-08,1.13565636e-08,-3.57268256e-08,-5.03460962e-07,2.85093068e-07,-1.76499742e-08,-1.11619728e-06,1.6444281e-07,-4.31632732e-07,1.35508324e-07,-3.97891774e-07,-3.31924474e-07
"THSD7A",-2.8402717e-05,3.4199396e-05,5.3492565e-05,3.3673108e-05,-2.9077412e-07,1.48055019e-06,-3.3938065e-06,-9.0522313e-06,2.41521126e-05,-3.4543089e-05,2.21287787e-05,7.9281713e-06
"KIFC5B",0,0,0,0,0,0,0,0,0,0,0,0
"PAQR5",-1.83092318e-05,-5.16455554e-05,-6.7147475e-05,6.26977938e-05,-9.5002798e-05,-8.8858528e-06,0.000213366812,3.98843228e-05,-1.80017152e-06,0.000143083118,-9.8314382e-05,-2.93165248e-06
"FAM72A",0,0,0,0,0,0,0,0,0,0,0,0
"AA619741",0,0,0,0,0,0,0,0,0,0,0,0
"TSTD1",0,0,0,0,0,0,0,0,0,0,0,0
"BAMBI-PS1",0,0,0,0,0,0,0,0,0,0,0,0
"GM13212",0,0,0,0,0,0,0,0,0,0,0,0
"OOG4",0,0,0,0,0,0,0,0,0,0,0,0
"TMEM63C",-0.00023263217594,-0.000356166187505,-0.00049436036195,-0.00037027798255,-0.0001957318796,-0.000352849676375,-0.00043685663295,-0.0002775742263,-0.0003939261171,-0.000244011265185,-0.00043191730375,-0.00034988352151
"NLRP9A",-5.0288773e-05,-2.36537864e-05,7.0158172e-05,-4.38555635e-05,3.95127579e-05,5.6145506e-05,2.91630049e-05,-1.76443003e-05,-3.99710172e-05,1.11996427e-05,-2.25832693e-06,-5.2625814e-05
"CYPT3",0,0,0,0,0,0,0,0,0,0,0,0
"1810007D17RIK",0,0,0,0,0,0,0,0,0,0,0,0
"ELFN2",-0.09644261227776,-0.1945230535232,-0.2360847639554,-0.07900981588496,-0.1299923864392,-0.04923376118462,-0.11754457764872,-0.05110010947356,-0.09356007959006,-0.1450036753366,-0.083627526514,0.04125667507484
"SMIM4",8.5875816e-08,2.8681843e-07,2.3598584e-07,1.34842255e-07,7.6493507e-08,5.6677049e-08,8.860541e-08,-4.6252761e-09,1.25738649e-07,1.58993055e-07,1.9636538e-07,2.3319016e-08
"GPAT2",-9.4905405e-08,1.22641155e-07,1.3530888e-07,3.7175922e-08,-2.0267982e-07,-1.05608475e-07,8.18762175e-09,-1.61165025e-07,2.27339595e-07,-1.9802286e-08,1.1433177e-07,8.8889913e-09
"NLRP10",2.2572849e-06,6.109218e-06,-6.592401e-07,6.1042008e-06,-1.1670651e-05,6.1351365e-07,1.3700286e-05,3.3331968e-06,-4.7526648e-06,2.347317e-05,-9.4500405e-06,2.28438e-06
"SNX22",-2.6445861e-05,-2.29989546e-05,-1.84691758e-05,7.655471e-06,-6.4495246e-06,-2.25002516e-05,-2.12021338e-05,-3.9046344e-05,-2.54346874e-05,-1.64533846e-05,-5.1209512e-05,-2.69231676e-05
"GM10632",0,0,0,0,0,0,0,0,0,0,0,0
"TRIM80",0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G3",-3.39116063e-05,-6.4728873e-05,-5.8926681e-05,-4.1829425e-05,-4.207973e-05,-6.945048e-05,-8.1728449e-06,-3.6611278e-05,-1.37402386e-05,-4.6291773e-05,-2.39648519e-05,-1.96320113e-05
"TMEM196",-9.792471e-05,-4.4465626e-05,-7.0661122e-05,-4.7315756e-06,-4.1175512e-05,-4.38746802e-05,-4.51212844e-05,-6.225825e-05,-5.0294129e-05,-3.30346772e-05,-4.0979164e-06,-0.000109181824
"BB165335",0,0,0,0,0,0,0,0,0,0,0,0
"ZFP133-PS",0,0,0,0,0,0,0,0,0,0,0,0
"GM7325",0,0,0,0,0,0,0,0,0,0,0,0
"GM13669",0,0,0,0,0,0,0,0,0,0,0,0
"LCE3F",0,0,0,0,0,0,0,0,0,0,0,0
"EMX2",-0.138730262856594,0.022540815996093,-0.0091419413459642,-0.00182555944446327,-0.134279591886925,-0.165665810360779,0.0100502309808084,0.38768037601031,-0.102312478933065,0.42852215514603,-0.109346915994577,-0.123701459609996
"LEKR1",-8.8621854e-06,-2.53953e-05,-6.9622794e-06,-2.8382184e-06,2.2890396e-05,-6.4083852e-06,1.9090236e-05,-9.5687472e-06,-1.0519257e-05,6.2368908e-06,5.4815394e-06,4.6741794e-06
"BORCS8",5.0060115e-08,1.50666075e-08,7.9077915e-09,-9.0642195e-09,8.2600245e-08,3.1126032e-08,5.094621e-08,1.09350675e-08,4.539276e-08,-2.8757862e-08,2.8066311e-08,5.7353625e-08
"GM17762",0,0,0,0,0,0,0,0,0,0,0,0
"PRAMEL6",0,0,0,0,0,0,0,0,0,0,0,0
"7530414M10RIK",0,0,0,0,0,0,0,0,0,0,0,0
"FBXL18",-5.46805271e-08,-9.2197198e-08,3.80140314e-08,-4.29377396e-08,-2.03494711e-07,-1.42989054e-07,-8.0711932e-08,8.0351852e-08,3.53645499e-08,-4.62560054e-08,-9.7827306e-08,5.20134274e-08
"ZFP934",0,0,0,0,0,0,0,0,0,0,0,0
"TMEM171",0.001898491472064,6.22349740224e-05,0.003030233957568,-0.000409158478656,-0.002479269139488,0.00712841075424,0.00472928364288,-0.00788440866336,0.000454740814944,0.002076639429312,0.00537193022688,0.000647281823616
"B230114P17RIK",0,0,0,0,0,0,0,0,0,0,0,0
"FAM170B",1.48564836e-05,-1.15902192e-05,7.1911462e-06,-5.1875194e-06,1.13925602e-05,4.7049982e-06,3.7449062e-05,-4.0504982e-05,1.5782375e-05,9.9906926e-06,1.48179276e-05,4.6847682e-06
"E330012B07RIK",0,0,0,0,0,0,0,0,0,0,0,0
"HACD1",-2.19919224e-05,-2.14238262e-07,-1.38112254e-05,-5.89393224e-06,1.40493486e-05,1.01002062e-05,5.92018644e-06,-5.88985446e-06,-2.23301148e-06,-1.25979462e-05,5.85729606e-06,3.23921766e-06
"ALDH3B2",3.3675726e-05,-4.321723e-05,1.11267744e-05,9.8885556e-06,1.54094388e-05,-4.9036414e-07,-1.08308886e-05,1.22680712e-05,1.2014464e-05,2.71394802e-05,-1.2824133e-05,-3.6439774e-05
"CLEC1A",-7.1115506e-06,-2.706657e-06,-1.00912742e-05,-4.3898734e-06,-8.7009782e-06,-7.50003e-06,-2.1532734e-05,6.9152174e-07,1.302263e-06,-7.4283104e-06,-1.2945462e-06,-1.9598022e-05
"ZFP748",2.33388872e-09,4.24184504e-09,6.5003936e-09,6.962372e-09,6.0567464e-09,3.01332768e-09,-9.141748e-10,2.91935616e-11,2.02453096e-09,9.5671176e-09,-4.79969776e-09,3.1147228e-10
"FNDC3C1",0,0,0,0,0,0,0,0,0,0,0,0
"BANK1",-6.3548784e-06,-4.8560499e-06,-1.2475827e-06,-8.2374552e-06,2.2771593e-06,-6.9161742e-07,-2.1937266e-06,3.263832e-06,-3.8509146e-06,7.9934634e-06,-1.4368653e-05,-5.6311866e-06
"9130023H24RIK",0,0,0,0,0,0,0,0,0,0,0,0
"TMEM17",-2.42063096e-06,1.56164403e-06,-1.08233968e-06,-1.63797452e-06,9.6815297e-07,-1.06930803e-06,-3.2413961e-06,-3.655437e-06,-1.18370514e-06,-2.6570627e-06,6.2980873e-07,-7.1529425e-07
"SBSPON",-0.000681390088467,-0.000794422449945,-0.000809396746773,-0.00115437224421,0.001080594801567,0.00211695128091,0.000887677127304,0.00019957700217,0.000625941327126,-0.000757711843143,0.0021096111879,-0.000584641577544
"A630057N01RIK",0,0,0,0,0,0,0,0,0,0,0,0
"PPWD1",6.6551544e-09,2.5931934e-09,3.9090876e-09,1.4567334e-09,5.2983588e-09,-2.33367132e-09,1.23618576e-09,-1.57377204e-09,-6.426486e-10,6.333672e-09,1.236621e-09,-4.6681536e-10
"TES3-PS",2.7688612e-08,-6.882904e-09,3.3942108e-08,-2.1329206e-08,2.6648736e-08,6.5472316e-09,-7.1555644e-09,-8.6198992e-10,-2.5836344e-08,2.3220634e-08,1.8204594e-09,3.303235e-09
"CYP11B1",0,0,0,0,0,0,0,0,0,0,0,0
"C230057M02RIK",0,0,0,0,0,0,0,0,0,0,0,0
"GM11517",0,0,0,0,0,0,0,0,0,0,0,0
"1700015F17RIK",0,0,0,0,0,0,0,0,0,0,0,0
"GM4787",0,0,0,0,0,0,0,0,0,0,0,0
"SHROOM1",-0.00642129071146,-0.015885301716045,0.01985475412317,-0.00749311056097,-0.002773143549548,-0.04107318853435,0.00678103126844,0.03335844457235,0.0016463004852045,-0.003472567532755,-0.04055686635655,-0.023375222874285
"RSL1D1",1.16914777e-08,4.31396994e-08,-9.3186506e-09,-8.7513251e-08,3.8450405e-08,9.1640836e-09,-2.66336336e-08,-7.3994354e-08,1.60435576e-08,-1.1951359e-07,2.86553799e-08,2.24606228e-08
"NLGN3",-1.29527482e-05,-2.1118266e-06,-3.0530292e-05,9.5376912e-06,1.3565088e-05,-1.6119664e-05,-2.489519e-05,8.4334508e-06,-1.1117645e-05,-2.6209328e-06,-2.2773702e-05,-1.5599074e-05
"TDRD5",-6.10686582e-05,3.19123134e-07,7.61074347e-05,2.75934681e-05,-3.29564004e-05,6.71739354e-05,5.40135585e-06,-0.000129818007,-9.5829195e-05,2.17313646e-05,9.47026146e-05,-8.91105765e-06
"NEGR1",-2.28220244e-05,-2.14472723e-05,-2.5941352e-05,-1.79049344e-05,-2.5055573e-05,-2.28769181e-05,-2.7149164e-05,-2.9235727e-05,-3.7047098e-05,-2.11612829e-05,-2.5643415e-05,-2.6969699e-05
"A330076H08RIK",0,0,0,0,0,0,0,0,0,0,0,0
"MIR2139",0,0,0,0,0,0,0,0,0,0,0,0
"RCCD1",-1.11343622e-06,1.30468338e-06,-7.9950013e-07,-5.2042705e-08,3.613389e-07,-6.5257829e-07,4.3900961e-07,1.8741762e-06,6.1448907e-07,1.66489336e-06,3.4252751e-07,1.10411925e-06
"PLATR30",0,0,0,0,0,0,0,0,0,0,0,0
"KCNJ13",0,0,0,0,0,0,0,0,0,0,0,0
"4930578M01RIK",0,0,0,0,0,0,0,0,0,0,0,0
"ARHGAP20OS",0,0,0,0,0,0,0,0,0,0,0,0
"C1RB",1.07484666e-05,-1.83698288e-07,8.7376788e-06,-1.9614138e-07,4.7810068e-06,-2.57180726e-06,5.0151324e-06,9.0491992e-07,-1.01443314e-06,-3.07173378e-06,1.06663876e-05,4.348921e-07
"CCDC87",7.4825714e-07,-2.1452722e-09,-1.80205065e-08,-2.6794383e-07,7.2345664e-07,-1.75127621e-06,-1.77799706e-06,-2.1986367e-06,-2.2195e-06,-1.92006436e-06,5.5972509e-07,2.5252892e-06
"4930563D23RIK",0,0,0,0,0,0,0,0,0,0,0,0
"CEACAM15",-0.0007102967320744,-0.004921045690912,0.006715141128068,0.001609354474174,0.007780911267158,0.0009109095954758,-0.009061694145408,0.005289332063852,-0.008471408520324,0.01062940040916,-0.005612458289362,-0.009054221939008
"PRSS45",6.5050538e-06,2.81555154e-06,2.14160685e-07,-5.8112736e-06,6.5845322e-06,1.1321289e-05,3.510783e-07,7.1337708e-06,-5.4430042e-06,6.3848622e-06,-4.47363557e-06,-4.76172529e-06
"IGLON5",6.9379011e-05,-0.000102660966,1.63126044e-05,-6.08950368e-05,2.91744684e-05,-6.2994573e-06,3.45420162e-05,6.80503158e-05,4.70686068e-05,2.16854658e-05,-0.000110587824,-9.7018956e-05
"GM6756",0,0,0,0,0,0,0,0,0,0,0,0
"ARMC4",3.64935437e-05,1.44260269e-05,1.38459506e-05,0.000111277102,-5.1123978e-05,-4.37345629e-05,7.7897936e-06,3.88038452e-05,8.3647989e-06,5.664768e-05,-3.24865317e-05,2.66606442e-06
"FRY",-4.0741316e-05,-1.09565357e-05,-1.72129199e-05,-6.7960475e-06,-8.5650862e-06,-9.2884209e-06,-3.3331815e-05,7.8645842e-06,-2.4585825e-05,-8.9233408e-06,-4.6634247e-05,4.6767952e-08
"ESYT3",-4.56392464e-05,-6.49406472e-05,-1.66736856e-05,-4.42915308e-05,-8.9629232e-05,-7.80946056e-05,-8.04250392e-05,-1.67163216e-05,-2.42838772e-05,2.74127744e-07,-0.00017605742,-7.32718888e-05
"PIK3R3",-6.770135e-05,5.358875e-05,7.488536e-05,5.630807e-05,-7.722155e-06,-2.4415185e-05,-1.9578416e-05,-5.042051e-06,5.881325e-05,3.7870487e-05,-4.401523e-05,2.6902864e-06
"ZFP9",-3.208512e-09,2.00604675e-08,9.611868e-09,1.792803e-08,4.4479905e-08,5.345667e-08,-3.224679e-08,-3.9179475e-08,2.10210525e-08,-5.758512e-09,-5.54064e-09,-5.5817715e-08
"DHRSX",0,0,0,0,0,0,0,0,0,0,0,0
"NPAT",1.37921e-08,1.4356875e-08,4.058913e-09,1.0084345e-08,-7.7795785e-09,1.5048095e-10,-8.5383625e-10,3.983844e-09,1.089536e-08,1.034797e-08,4.728872e-09,7.36535e-09
"TRIM30D",0,0,0,0,0,0,0,0,0,0,0,0
"ZFP454",-2.1428434e-05,-1.52684406e-05,6.262172e-06,-4.294835e-05,1.03736796e-05,-2.5921322e-05,3.6997438e-05,8.3254466e-06,-7.0045034e-06,-1.3128694e-05,1.5947888e-05,-1.601962e-05
"SKINT10",0,0,0,0,0,0,0,0,0,0,0,0
"METTL7A2",0,0,0,0,0,0,0,0,0,0,0,0
"ERAS",-1.13868625e-05,-3.8216645e-05,-5.5389665e-05,-1.8752862e-05,2.1490133e-05,-1.4898373e-05,-5.8786665e-06,-8.117882e-06,-2.99001175e-05,9.0349535e-06,-2.0748086e-05,-6.892908e-06
"PDZRN4",-4.842621e-05,7.0679952e-05,8.4092232e-05,6.8180364e-05,2.89847544e-05,3.14762868e-05,1.94637408e-05,5.03702556e-05,6.048168e-05,-1.41750924e-05,6.4589448e-05,0.0001325205
"TCFL5",-6.90021917e-06,1.16954595e-05,4.87519955e-06,8.3238012e-06,1.20343055e-07,1.85326266e-06,-4.29702423e-06,9.3300051e-07,6.93508797e-06,1.03796544e-05,-1.64450681e-06,-1.01110381e-06
